173.71582,-299.15433,-36.063915
173.6721,-299.19458,-36.016193
173.74686,-299.14288,-35.946186
173.75198,-299.13525,-35.878166
173.72739,-299.14886,-35.903366
173.74223,-299.12848,-35.876232
173.60696,-299.21228,-35.873276
173.62512,-299.20935,-35.82732
173.56575,-299.24496,-35.840954
173.57309,-299.25198,-35.847885
173.61679,-299.237,-35.839897
173.58635,-299.2729,-35.84635
173.618,-299.23926,-35.89249
173.58557,-299.27136,-35.834747
173.51335,-299.32394,-35.900917
173.50235,-299.35175,-35.8269
173.45694,-299.37625,-35.92626
