173.50465,-299.3472,-35.930164
173.52911,-299.33224,-35.944824
173.453,-299.35672,-35.94321
173.5128,-299.3199,-35.882572
173.41034,-299.3863,-35.808567
173.45923,-299.3633,-35.841896
173.37463,-299.41373,-35.79964
173.34319,-299.42834,-35.812756
173.41931,-299.39294,-35.70993
173.41907,-299.3875,-35.70444
173.4188,-299.37012,-35.695576
173.36111,-299.408,-35.556484
173.36264,-299.4016,-35.587555
173.42456,-299.36755,-35.55636
173.39943,-299.40393,-35.574917
173.4112,-299.3845,-35.656998
173.37386,-299.4274,-35.668472
173.37625,-299.4055,-35.721718
173.37386,-299.42502,-35.58267
173.40457,-299.39557,-35.53187
173.38164,-299.41977,-35.61274
173.43219,-299.40695,-35.71257
173.43459,-299.41574,-35.842995
173.36777,-299.45117,-35.87328
173.35144,-299.46063,-35.944508
173.35603,-299.4192,-35.92814
173.39658,-299.41473,-35.889923
173.42291,-299.383,-35.894104
173.47531,-299.3678,-35.899178
173.46603,-299.37003,-36.005497
173.4675,-299.37305,-36.098106
173.38074,-299.4246,-35.945198
173.37155,-299.43402,-35.93137
173.4378,-299.39893,-35.830475
173.4371,-299.39886,-35.87264
173.472,-299.3861,-35.86162
173.41673,-299.43604,-35.779953
173.56224,-299.3529,-35.789204
173.61021,-299.34363,-35.824604
173.59923,-299.34363,-35.820015
173.65106,-299.3093,-35.82073
173.67468,-299.3024,-35.767525
173.74948,-299.2432,-35.835896
173.68567,-299.28198,-35.793045
173.74225,-299.22186,-35.82721
173.78816,-299.18906,-35.785927
173.7771,-299.21024,-35.792282
173.75612,-299.22116,-35.845665
173.65135,-299.27264,-35.88976
173.65358,-299.25586,-35.91246
173.5665,-299.30905,-36.012165
173.57898,-299.31058,-36.076035
173.52309,-299.3331,-36.106907
173.48178,-299.36542,-36.20723
173.43857,-299.39197,-36.263447
173.32732,-299.4678,-36.30635
173.34161,-299.4505,-36.156822
173.3464,-299.44138,-36.174164
173.34027,-299.44647,-36.115818
173.42297,-299.37494,-36.068504
173.41504,-299.36398,-35.972454
173.53696,-299.29892,-35.868183
173.48676,-299.30988,-35.97208
173.5249,-299.2851,-35.990437
173.61436,-299.22354,-35.8818
173.62424,-299.2336,-35.896385
173.70653,-299.1956,-35.876556
173.73062,-299.15875,-35.93248
173.63852,-299.21124,-35.902573
173.7486,-299.14423,-35.84439
173.7142,-299.16785,-35.74528
173.68607,-299.19498,-35.813305
173.73926,-299.15073,-35.788498
173.6891,-299.19366,-35.783733
173.7577,-299.14676,-35.86336
173.78275,-299.12408,-35.866524
173.6821,-299.1952,-35.899982
173.77486,-299.12198,-35.96956
173.8095,-299.1155,-35.944553
173.75366,-299.15866,-36.085686
173.93782,-299.03275,-36.13095
173.85268,-299.09558,-36.262077
173.81682,-299.112,-36.35122
173.80493,-299.12808,-36.27704
173.7331,-299.1837,-36.223747
173.84848,-299.11215,-36.21667
173.8185,-299.1367,-36.228592
173.76645,-299.1592,-36.187237
173.76535,-299.15085,-36.12871
173.72545,-299.1796,-36.134853
173.7156,-299.21252,-36.146976
173.68149,-299.22327,-36.132877
173.64479,-299.23535,-35.956554
173.5853,-299.26495,-35.93962
173.49023,-299.328,-35.95304
173.50426,-299.32593,-35.996616
173.42735,-299.37354,-35.919716
173.45268,-299.35687,-35.853363
173.42049,-299.39694,-35.84145
173.4812,-299.35095,-35.844456
173.47519,-299.35126,-35.851234
173.48738,-299.3426,-35.84578
173.51944,-299.33356,-35.879395
173.59245,-299.2799,-35.966
173.63435,-299.24854,-35.9862
173.57245,-299.28302,-35.96083
173.63219,-299.23227,-35.94928
173.62022,-299.24564,-36.022343
173.68085,-299.2209,-36.0727
173.58789,-299.27963,-36.13679
173.47809,-299.35406,-36.156563
173.40799,-299.39526,-36.17151
173.39922,-299.3992,-36.03964
173.3542,-299.4384,-36.032356
173.24747,-299.51013,-35.987175
173.21352,-299.54434,-36.05103
173.19135,-299.5611,-36.035027
173.2225,-299.54062,-36.001297
173.23346,-299.52563,-35.998302
173.15614,-299.58072,-35.951145
173.18703,-299.5666,-35.878414
173.17783,-299.58237,-35.90981
173.22156,-299.54196,-35.96027
173.28142,-299.48462,-35.98298
173.22821,-299.52664,-35.905865
173.28757,-299.4826,-35.80339
173.35045,-299.44775,-35.84529
173.3573,-299.43018,-35.814278
173.38681,-299.4058,-35.881226
173.35126,-299.43958,-35.884632
173.51175,-299.3338,-35.94179
173.52087,-299.31125,-35.989544
173.55452,-299.28644,-35.9778
173.52994,-299.30756,-35.96447
173.52478,-299.34003,-36.00024
173.57521,-299.30222,-36.072155
173.55466,-299.31543,-36.056355
173.63913,-299.23444,-36.065918
173.56453,-299.29706,-36.059193
173.65018,-299.25055,-36.011948
173.5636,-299.29318,-35.91614
173.55145,-299.2831,-35.82238
173.47327,-299.3482,-35.822056
173.43124,-299.37405,-35.827656
173.5179,-299.326,-35.83685
173.53479,-299.27945,-35.900795
173.48538,-299.3268,-35.79246
173.54027,-299.313,-35.758698
173.51782,-299.3487,-35.699448
173.56625,-299.3352,-35.7287
173.54887,-299.32584,-35.75728
173.50279,-299.35474,-35.81377
173.62384,-299.28244,-35.820045
173.7191,-299.22168,-35.86359
173.65613,-299.2707,-35.87437
173.61237,-299.2825,-35.933865
173.61624,-299.3063,-35.92979
173.61108,-299.312,-36.028885
173.60217,-299.30753,-36.01156
173.612,-299.28006,-36.048347
173.64117,-299.25623,-35.977196
173.69205,-299.2414,-35.912834
173.69357,-299.24817,-35.896248
173.59607,-299.29797,-35.910484
173.67796,-299.24982,-35.887646
173.64107,-299.26947,-35.76243
173.67235,-299.26495,-35.723965
173.82275,-299.16873,-35.68726
173.85606,-299.12823,-35.71315
173.86583,-299.13403,-35.803265
173.80602,-299.17752,-35.81929
173.74417,-299.2219,-35.873955
173.82372,-299.1609,-35.952847
173.7396,-299.24155,-35.95288
173.73474,-299.2445,-35.93632
173.67188,-299.28458,-35.945972
173.64655,-299.283,-36.05302
173.54364,-299.32217,-36.026684
173.5308,-299.3553,-36.063023
173.45406,-299.41455,-35.99254
173.54279,-299.34103,-36.034817
173.57848,-299.3138,-35.96798
173.51978,-299.32764,-35.9173
173.54019,-299.3173,-35.928493
173.64218,-299.2379,-35.947224
173.68118,-299.222,-35.910282
173.69614,-299.23132,-35.89442
173.61984,-299.30786,-35.895176
173.7009,-299.2695,-35.932137
173.685,-299.25635,-35.904194
173.66745,-299.25803,-35.882202
173.58838,-299.30853,-35.86841
173.67369,-299.25073,-35.826115
173.74088,-299.20474,-35.851463
173.69534,-299.2327,-35.814453
173.6508,-299.28973,-35.77497
173.66708,-299.2559,-35.748524
173.7109,-299.22702,-35.784363
173.75044,-299.17627,-35.867096
173.70502,-299.20923,-35.904804
173.79001,-299.1468,-35.929977
173.76663,-299.1798,-35.98692
173.77419,-299.193,-35.92981
173.75049,-299.22192,-35.941216
173.78802,-299.18802,-35.933548
173.86147,-299.1355,-36.001335
173.83832,-299.1513,-36.000137
173.80695,-299.16852,-35.973045
173.73929,-299.2119,-35.887375
173.65274,-299.27148,-35.845684
173.68832,-299.2629,-35.75489
173.70157,-299.2477,-35.836655
173.65707,-299.2553,-35.91604
173.71136,-299.23587,-35.97948
173.6965,-299.23483,-35.957764
173.68607,-299.25183,-35.941418
173.60187,-299.2841,-35.859535
173.6454,-299.2522,-35.9233
173.76636,-299.17606,-35.946968
173.81598,-299.12442,-35.997913
173.73312,-299.16547,-36.09364
